REG,DATE,A,D,I,O,ARRS,DEPS,ARRS_DOM,DEPS_DOM,OVR_FLTS
EUR,2019-10-16T00:00:00Z,3114,3164,25376,516,28490,28540,25376,25376,516
EUR,2019-10-17T00:00:00Z,3267,3255,26238,515,29505,29493,26238,26238,515
EUR,2019-10-18T00:00:00Z,3283,3325,26549,524,29832,29874,26549,26549,524
EUR,2019-10-19T00:00:00Z,3302,3416,21298,500,24600,24714,21298,21298,500
EUR,2019-10-20T00:00:00Z,3377,3365,23036,532,26413,26401,23036,23036,532
EUR,2019-10-21T00:00:00Z,3189,3146,25719,486,28908,28865,25719,25719,486
EUR,2019-10-22T00:00:00Z,3072,3053,24663,525,27735,27716,24663,24663,525
EUR,2019-10-23T00:00:00Z,3126,3145,25361,508,28487,28506,25361,25361,508
EUR,2019-10-24T00:00:00Z,3223,3237,26075,551,29298,29312,26075,26075,551
EUR,2019-10-25T00:00:00Z,3223,3248,25913,562,29136,29161,25913,25913,562
EUR,2019-10-26T00:00:00Z,3234,3309,21243,521,24477,24552,21243,21243,521
EUR,2019-10-27T00:00:00Z,3198,3159,21364,558,24562,24523,21364,21364,558
EUR,2019-10-28T00:00:00Z,2976,2881,23545,469,26521,26426,23545,23545,469
EUR,2019-10-29T00:00:00Z,2809,2857,22321,506,25130,25178,22321,22321,506
EUR,2019-10-30T00:00:00Z,2889,2923,22769,506,25658,25692,22769,22769,506
EUR,2019-10-31T00:00:00Z,2984,3015,23232,520,26216,26247,23232,23232,520
EUR,2019-11-01T00:00:00Z,3459,3558,23288,1349,26747,26846,23288,23288,490
EUR,2019-11-02T00:00:00Z,3079,3121,17284,485,20363,20405,17284,17284,485
EUR,2019-11-03T00:00:00Z,3144,3071,20790,543,23934,23861,20790,20790,543
EUR,2019-11-04T00:00:00Z,2947,2897,22946,490,25893,25843,22946,22946,490
EUR,2019-11-05T00:00:00Z,2771,2798,21436,473,24207,24234,21436,21436,473
EUR,2019-11-06T00:00:00Z,2833,2789,21407,503,24240,24196,21407,21407,503
EUR,2019-11-07T00:00:00Z,2854,2852,21644,539,24498,24496,21644,21644,539
EUR,2019-11-08T00:00:00Z,2880,2888,22807,515,25687,25695,22807,22807,515
EUR,2019-11-09T00:00:00Z,2898,3040,15895,500,18793,18935,15895,15895,500
EUR,2019-11-10T00:00:00Z,2999,2984,19389,568,22388,22373,19389,19389,568
EUR,2019-11-11T00:00:00Z,2876,2771,21832,471,24708,24603,21832,21832,471
EUR,2019-11-12T00:00:00Z,2696,2703,20375,484,23071,23078,20375,20375,484
EUR,2019-11-13T00:00:00Z,2707,2700,20680,485,23387,23380,20680,20680,485
EUR,2019-11-14T00:00:00Z,2835,2896,21930,520,24765,24826,21930,21930,520
EUR,2019-11-15T00:00:00Z,2913,2900,23104,497,26017,26004,23104,23104,497
EUR,2019-11-16T00:00:00Z,2921,2986,15831,468,18752,18817,15831,15831,468
EUR,2019-11-17T00:00:00Z,2951,2926,19293,519,22244,22219,19293,19293,519
EUR,2019-11-18T00:00:00Z,2800,2731,22105,442,24905,24836,22105,22105,442
EUR,2019-11-19T00:00:00Z,2664,2685,20279,484,22943,22964,20279,20279,484
EUR,2019-11-20T00:00:00Z,2706,2732,20698,511,23404,23430,20698,20698,511
EUR,2019-11-21T00:00:00Z,2791,2835,21552,521,24343,24387,21552,21552,521
EUR,2019-11-22T00:00:00Z,2866,2872,23118,522,25984,25990,23118,23118,522
EUR,2019-11-23T00:00:00Z,2882,2949,15612,483,18494,18561,15612,15612,483
EUR,2019-11-24T00:00:00Z,2933,2931,19236,521,22169,22167,19236,19236,521
EUR,2019-11-25T00:00:00Z,2726,2682,21279,451,24005,23961,21279,21279,451
EUR,2019-11-26T00:00:00Z,2586,2562,20231,457,22817,22793,20231,20231,457
EUR,2019-11-27T00:00:00Z,2607,2642,20632,483,23239,23274,20632,20632,483
EUR,2019-11-28T00:00:00Z,2698,2647,21661,484,24359,24308,21661,21661,484
EUR,2019-11-29T00:00:00Z,2678,2731,22926,492,25604,25657,22926,22926,492
EUR,2019-11-30T00:00:00Z,2762,2866,15773,475,18535,18639,15773,15773,475
EUR,2019-12-01T00:00:00Z,3283,3350,19886,1127,23169,23236,19886,19886,487
EUR,2019-12-02T00:00:00Z,2813,2693,21923,467,24736,24616,21923,21923,467
EUR,2019-12-03T00:00:00Z,2607,2627,20364,474,22971,22991,20364,20364,474
EUR,2019-12-04T00:00:00Z,2706,2659,21090,487,23796,23749,21090,21090,487
EUR,2019-12-05T00:00:00Z,2720,2740,20686,469,23406,23426,20686,20686,469
EUR,2019-12-06T00:00:00Z,2805,2853,22060,496,24865,24913,22060,22060,496
EUR,2019-12-07T00:00:00Z,2825,2889,15545,466,18370,18434,15545,15545,466
EUR,2019-12-08T00:00:00Z,2931,2877,19133,520,22064,22010,19133,19133,520
EUR,2019-12-09T00:00:00Z,2749,2701,22064,443,24813,24765,22064,22064,443
EUR,2019-12-10T00:00:00Z,2619,2609,19731,484,22350,22340,19731,19731,484
EUR,2019-12-11T00:00:00Z,2673,2688,21146,491,23819,23834,21146,21146,491
EUR,2019-12-12T00:00:00Z,2786,2806,21540,495,24326,24346,21540,21540,495
EUR,2019-12-13T00:00:00Z,2839,2865,22315,502,25154,25180,22315,22315,502
EUR,2019-12-14T00:00:00Z,2883,2965,16147,462,19030,19112,16147,16147,462
EUR,2019-12-15T00:00:00Z,2962,2942,19272,516,22234,22214,19272,19272,516
EUR,2019-12-16T00:00:00Z,2815,2785,22057,473,24872,24842,22057,22057,473
EUR,2019-12-17T00:00:00Z,2713,2733,20184,499,22897,22917,20184,20184,499
EUR,2019-12-18T00:00:00Z,2759,2797,21551,529,24310,24348,21551,21551,529
EUR,2019-12-19T00:00:00Z,2948,2961,22589,544,25537,25550,22589,22589,544
EUR,2019-12-20T00:00:00Z,3009,3045,23459,576,26468,26504,23459,23459,576
EUR,2019-12-21T00:00:00Z,3047,3150,18512,507,21559,21662,18512,18512,507
EUR,2019-12-22T00:00:00Z,3078,3045,19589,548,22667,22634,19589,19589,548
EUR,2019-12-23T00:00:00Z,2891,2837,20488,487,23379,23325,20488,20488,487
EUR,2019-12-24T00:00:00Z,2570,2455,13820,519,16390,16275,13820,13820,519
EUR,2019-12-25T00:00:00Z,2329,2329,9211,515,11540,11540,9211,9211,515
EUR,2019-12-26T00:00:00Z,2698,2867,17776,532,20474,20643,17776,17776,532
EUR,2019-12-27T00:00:00Z,2936,2987,20523,573,23459,23510,20523,20523,573
EUR,2019-12-28T00:00:00Z,3033,3108,17276,522,20309,20384,17276,17276,522
EUR,2019-12-29T00:00:00Z,3045,2954,18798,591,21843,21752,18798,18798,591
EUR,2019-12-30T00:00:00Z,2840,2775,19495,515,22335,22270,19495,19495,515
EUR,2019-12-31T00:00:00Z,2529,2454,14205,480,16734,16659,14205,14205,480
EUR,2020-01-01T00:00:00Z,2757,2930,15623,1268,18380,18553,15623,15623,543
EUR,2020-01-02T00:00:00Z,2928,2991,20057,592,22985,23048,20057,20057,592
EUR,2020-01-03T00:00:00Z,2973,2988,20662,577,23635,23650,20662,20662,577
EUR,2020-01-04T00:00:00Z,3135,3188,17293,543,20428,20481,17293,17293,543
EUR,2020-01-05T00:00:00Z,3166,3087,19601,566,22767,22688,19601,19601,566
EUR,2020-01-06T00:00:00Z,2954,2827,20518,494,23472,23345,20518,20518,494
EUR,2020-01-07T00:00:00Z,2744,2725,18842,550,21586,21567,18842,18842,550
EUR,2020-01-08T00:00:00Z,2690,2732,19137,545,21827,21869,19137,19137,545
EUR,2020-01-09T00:00:00Z,2848,2844,19626,510,22474,22470,19626,19626,510
EUR,2020-01-10T00:00:00Z,2857,2894,21425,537,24282,24319,21425,21425,537
EUR,2020-01-11T00:00:00Z,2994,3044,15417,488,18411,18461,15417,15417,488
EUR,2020-01-12T00:00:00Z,3071,3022,18285,571,21356,21307,18285,18285,571
EUR,2020-01-13T00:00:00Z,2793,2678,20355,464,23148,23033,20355,20355,464
EUR,2020-01-14T00:00:00Z,2570,2528,17824,489,20394,20352,17824,17824,489
EUR,2020-01-15T00:00:00Z,2582,2609,19005,485,21587,21614,19005,19005,485
EUR,2020-01-16T00:00:00Z,2734,2714,20116,507,22850,22830,20116,20116,507
EUR,2020-01-17T00:00:00Z,2788,2774,21508,509,24296,24282,21508,21508,509
EUR,2020-01-18T00:00:00Z,2887,2902,15015,469,17902,17917,15015,15015,469
EUR,2020-01-19T00:00:00Z,2932,2862,18416,530,21348,21278,18416,18416,530
EUR,2020-01-20T00:00:00Z,2765,2663,20562,469,23327,23225,20562,20562,469
EUR,2020-01-21T00:00:00Z,2585,2517,18821,465,21406,21338,18821,18821,465
EUR,2020-01-22T00:00:00Z,2528,2572,19097,494,21625,21669,19097,19097,494
EUR,2020-01-23T00:00:00Z,2697,2738,20450,498,23147,23188,20450,20450,498
EUR,2020-01-24T00:00:00Z,2732,2817,21770,493,24502,24587,21770,21770,493
EUR,2020-01-25T00:00:00Z,2767,2864,15068,462,17835,17932,15068,15068,462
EUR,2020-01-26T00:00:00Z,2861,2814,18521,507,21382,21335,18521,18521,507
EUR,2020-01-27T00:00:00Z,2661,2610,20810,436,23471,23420,20810,20810,436
EUR,2020-01-28T00:00:00Z,2474,2455,18598,454,21072,21053,18598,18598,454
EUR,2020-01-29T00:00:00Z,2462,2506,19200,471,21662,21706,19200,19200,471
EUR,2020-01-30T00:00:00Z,2628,2650,20512,483,23140,23162,20512,20512,483
EUR,2020-01-31T00:00:00Z,2717,2755,21979,482,24696,24734,21979,21979,482
EUR,2020-02-01T00:00:00Z,3174,3282,16393,1018,19567,19675,16393,16393,440
EUR,2020-02-02T00:00:00Z,2852,2791,18623,515,21475,21414,18623,18623,515
EUR,2020-02-03T00:00:00Z,2634,2555,20988,444,23622,23543,20988,20988,444
EUR,2020-02-04T00:00:00Z,2468,2427,18857,440,21325,21284,18857,18857,440
EUR,2020-02-05T00:00:00Z,2462,2431,19734,458,22196,22165,19734,19734,458
EUR,2020-02-06T00:00:00Z,2576,2646,20968,461,23544,23614,20968,20968,461
EUR,2020-02-07T00:00:00Z,2643,2673,22012,442,24655,24685,22012,22012,442
EUR,2020-02-08T00:00:00Z,2756,2844,16127,453,18883,18971,16127,16127,453
EUR,2020-02-09T00:00:00Z,2692,2595,16097,507,18789,18692,16097,16097,507
EUR,2020-02-10T00:00:00Z,2542,2516,18656,427,21198,21172,18656,18656,427
EUR,2020-02-11T00:00:00Z,2452,2462,18870,433,21322,21332,18870,18870,433
EUR,2020-02-12T00:00:00Z,2506,2512,20153,459,22659,22665,20153,20153,459
EUR,2020-02-13T00:00:00Z,2672,2657,21242,453,23914,23899,21242,21242,453
EUR,2020-02-14T00:00:00Z,2744,2781,22869,472,25613,25650,22869,22869,472
EUR,2020-02-15T00:00:00Z,2812,2885,17009,447,19821,19894,17009,17009,447
EUR,2020-02-16T00:00:00Z,2826,2773,18885,498,21711,21658,18885,18885,498
EUR,2020-02-17T00:00:00Z,2621,2569,21443,441,24064,24012,21443,21443,441
EUR,2020-02-18T00:00:00Z,2480,2483,20225,459,22705,22708,20225,20225,459
EUR,2020-02-19T00:00:00Z,2520,2541,20742,476,23262,23283,20742,20742,476
EUR,2020-02-20T00:00:00Z,2697,2738,21319,489,24016,24057,21319,21319,489
EUR,2020-02-21T00:00:00Z,2750,2749,23005,482,25755,25754,23005,23005,482
EUR,2020-02-22T00:00:00Z,2887,2896,17384,459,20271,20280,17384,17384,459
EUR,2020-02-23T00:00:00Z,2909,2847,19423,504,22332,22270,19423,19423,504
EUR,2020-02-24T00:00:00Z,2710,2625,21931,454,24641,24556,21931,21931,454
EUR,2020-02-25T00:00:00Z,2535,2525,20243,460,22778,22768,20243,20243,460
EUR,2020-02-26T00:00:00Z,2556,2581,20463,464,23019,23044,20463,20463,464
EUR,2020-02-27T00:00:00Z,2622,2657,21121,484,23743,23778,21121,21121,484
EUR,2020-02-28T00:00:00Z,2711,2807,22753,512,25464,25560,22753,22753,512
EUR,2020-02-29T00:00:00Z,2846,2905,16674,449,19520,19579,16674,16674,449
EUR,2020-03-01T00:00:00Z,3181,3216,20210,971,23391,23426,20210,20210,480
EUR,2020-03-02T00:00:00Z,2653,2550,21516,442,24169,24066,21516,21516,442
EUR,2020-03-03T00:00:00Z,2539,2534,19975,469,22514,22509,19975,19975,469
EUR,2020-03-04T00:00:00Z,2500,2536,20510,480,23010,23046,20510,20510,480
EUR,2020-03-05T00:00:00Z,2629,2628,20765,478,23394,23393,20765,20765,478
EUR,2020-03-06T00:00:00Z,2639,2641,21684,487,24323,24325,21684,21684,487
EUR,2020-03-07T00:00:00Z,2684,2766,15972,458,18656,18738,15972,15972,458
EUR,2020-03-08T00:00:00Z,2728,2653,18635,475,21363,21288,18635,18635,475
EUR,2020-03-09T00:00:00Z,2493,2436,20174,431,22667,22610,20174,20174,431
EUR,2020-03-10T00:00:00Z,2359,2334,18103,440,20462,20437,18103,18103,440
EUR,2020-03-11T00:00:00Z,2318,2326,18140,447,20458,20466,18140,18140,447
EUR,2020-03-12T00:00:00Z,2371,2404,18549,421,20920,20953,18549,18549,421
EUR,2020-03-13T00:00:00Z,2338,2387,19380,443,21718,21767,19380,19380,443
EUR,2020-03-14T00:00:00Z,2393,2376,13640,394,16033,16016,13640,13640,394
EUR,2020-03-15T00:00:00Z,2261,2164,15038,442,17299,17202,15038,15038,442
EUR,2020-03-16T00:00:00Z,1995,1878,14748,370,16743,16626,14748,14748,370
EUR,2020-03-17T00:00:00Z,1713,1658,11461,324,13174,13119,11461,11461,324
EUR,2020-03-18T00:00:00Z,1612,1576,10203,340,11815,11779,10203,10203,340
EUR,2020-03-19T00:00:00Z,1475,1416,9445,291,10920,10861,9445,9445,291
EUR,2020-03-20T00:00:00Z,1325,1330,9170,316,10495,10500,9170,9170,316
EUR,2020-03-21T00:00:00Z,1145,1113,5422,258,6567,6535,5422,5422,258
EUR,2020-03-22T00:00:00Z,997,935,5343,243,6340,6278,5343,5343,243
EUR,2020-03-23T00:00:00Z,884,775,4950,212,5834,5725,4950,4950,212
EUR,2020-03-24T00:00:00Z,746,720,4576,201,5322,5296,4576,4576,201
EUR,2020-03-25T00:00:00Z,732,689,4225,157,4957,4914,4225,4225,157
EUR,2020-03-26T00:00:00Z,768,724,4241,148,5009,4965,4241,4241,148
EUR,2020-03-27T00:00:00Z,685,676,4124,149,4809,4800,4124,4124,149
EUR,2020-03-28T00:00:00Z,628,602,2226,126,2854,2828,2226,2226,126
EUR,2020-03-29T00:00:00Z,556,533,2140,115,2696,2673,2140,2140,115
EUR,2020-03-30T00:00:00Z,493,461,2998,91,3491,3459,2998,2998,91
EUR,2020-03-31T00:00:00Z,502,508,3097,88,3599,3605,3097,3097,88
EUR,2020-04-01T00:00:00Z,642,618,3722,470,4364,4340,3722,3722,47
EUR,2020-04-02T00:00:00Z,486,498,3023,74,3509,3521,3023,3023,74
EUR,2020-04-03T00:00:00Z,518,515,2972,79,3490,3487,2972,2972,79
EUR,2020-04-04T00:00:00Z,467,469,1577,47,2044,2046,1577,1577,47
EUR,2020-04-05T00:00:00Z,470,437,1692,65,2162,2129,1692,1692,65
EUR,2020-04-06T00:00:00Z,450,455,2657,69,3107,3112,2657,2657,69
EUR,2020-04-07T00:00:00Z,483,502,2791,84,3274,3293,2791,2791,84
EUR,2020-04-08T00:00:00Z,509,508,2977,73,3486,3485,2977,2977,73
EUR,2020-04-09T00:00:00Z,502,497,2780,80,3282,3277,2780,2780,80
EUR,2020-04-10T00:00:00Z,479,481,1975,86,2454,2456,1975,1975,86
EUR,2020-04-11T00:00:00Z,455,463,1220,79,1675,1683,1220,1220,79
EUR,2020-04-12T00:00:00Z,451,435,1136,70,1587,1571,1136,1136,70
EUR,2020-04-13T00:00:00Z,430,377,1727,79,2157,2104,1727,1727,79
EUR,2020-04-14T00:00:00Z,440,445,2754,66,3194,3199,2754,2754,66
EUR,2020-04-15T00:00:00Z,464,493,2974,90,3438,3467,2974,2974,90
EUR,2020-04-16T00:00:00Z,534,531,2995,89,3529,3526,2995,2995,89
EUR,2020-04-17T00:00:00Z,503,531,2795,89,3298,3326,2795,2795,89
EUR,2020-04-18T00:00:00Z,478,474,1278,61,1756,1752,1278,1278,61
EUR,2020-04-19T00:00:00Z,489,447,1439,73,1928,1886,1439,1439,73
EUR,2020-04-20T00:00:00Z,505,484,2732,63,3237,3216,2732,2732,63
EUR,2020-04-21T00:00:00Z,504,515,2928,78,3432,3443,2928,2928,78
EUR,2020-04-22T00:00:00Z,542,570,3149,105,3691,3719,3149,3149,105
EUR,2020-04-23T00:00:00Z,588,586,3214,99,3802,3800,3214,3214,99
EUR,2020-04-24T00:00:00Z,585,574,2996,98,3581,3570,2996,2996,98
EUR,2020-04-25T00:00:00Z,513,515,1376,64,1889,1891,1376,1376,64
EUR,2020-04-26T00:00:00Z,522,530,1554,82,2076,2084,1554,1554,82
EUR,2020-04-27T00:00:00Z,566,529,2906,95,3472,3435,2906,2906,95
EUR,2020-04-28T00:00:00Z,551,582,3045,99,3596,3627,3045,3045,99
EUR,2020-04-29T00:00:00Z,595,592,3273,105,3868,3865,3273,3273,105
EUR,2020-04-30T00:00:00Z,623,620,3153,104,3776,3773,3153,3153,104
EUR,2020-05-01T00:00:00Z,718,725,2782,454,3500,3507,2782,2782,98
EUR,2020-05-02T00:00:00Z,524,541,1282,104,1806,1823,1282,1282,104
EUR,2020-05-03T00:00:00Z,558,522,1698,96,2256,2220,1698,1698,96
EUR,2020-05-04T00:00:00Z,535,527,3164,98,3699,3691,3164,3164,98
EUR,2020-05-05T00:00:00Z,581,582,3213,115,3794,3795,3213,3213,115
EUR,2020-05-06T00:00:00Z,618,634,3422,115,4040,4056,3422,3422,115
EUR,2020-05-07T00:00:00Z,615,614,3641,125,4256,4255,3641,3641,125
EUR,2020-05-08T00:00:00Z,644,638,3111,115,3755,3749,3111,3111,115
EUR,2020-05-09T00:00:00Z,578,587,1632,82,2210,2219,1632,1632,82
EUR,2020-05-10T00:00:00Z,592,586,1748,84,2340,2334,1748,1748,84
EUR,2020-05-11T00:00:00Z,607,580,3211,100,3818,3791,3211,3211,100
EUR,2020-05-12T00:00:00Z,622,632,3645,93,4267,4277,3645,3645,93
EUR,2020-05-13T00:00:00Z,685,713,3680,104,4365,4393,3680,3680,104
EUR,2020-05-14T00:00:00Z,684,709,3872,109,4556,4581,3872,3872,109
EUR,2020-05-15T00:00:00Z,726,716,3783,131,4509,4499,3783,3783,131
EUR,2020-05-16T00:00:00Z,609,635,1899,96,2508,2534,1899,1899,96
EUR,2020-05-17T00:00:00Z,652,617,1913,105,2565,2530,1913,1913,105
EUR,2020-05-18T00:00:00Z,610,627,3728,98,4338,4355,3728,3728,98
EUR,2020-05-19T00:00:00Z,654,653,3884,119,4538,4537,3884,3884,119
EUR,2020-05-20T00:00:00Z,714,725,4326,123,5040,5051,4326,4326,123
EUR,2020-05-21T00:00:00Z,692,710,3334,107,4026,4044,3334,3334,107
EUR,2020-05-22T00:00:00Z,696,685,3522,107,4218,4207,3522,3522,107
EUR,2020-05-23T00:00:00Z,659,658,1964,92,2623,2622,1964,1964,92
EUR,2020-05-24T00:00:00Z,643,612,2330,96,2973,2942,2330,2330,96
EUR,2020-05-25T00:00:00Z,593,565,3819,85,4412,4384,3819,3819,85
EUR,2020-05-26T00:00:00Z,667,659,4149,91,4816,4808,4149,4149,91
EUR,2020-05-27T00:00:00Z,714,719,4483,107,5197,5202,4483,4483,107
EUR,2020-05-28T00:00:00Z,692,701,4425,106,5117,5126,4425,4425,106
EUR,2020-05-29T00:00:00Z,708,723,4377,106,5085,5100,4377,4377,106
EUR,2020-05-30T00:00:00Z,655,657,2172,110,2827,2829,2172,2172,110
EUR,2020-05-31T00:00:00Z,648,612,2222,88,2870,2834,2222,2222,88
EUR,2020-06-01T00:00:00Z,772,782,4643,564,5415,5425,4643,4643,111
EUR,2020-06-02T00:00:00Z,611,634,4639,109,5250,5273,4639,4639,109
EUR,2020-06-03T00:00:00Z,671,711,5079,132,5750,5790,5079,5079,132
EUR,2020-06-04T00:00:00Z,701,702,5272,111,5973,5974,5272,5272,111
EUR,2020-06-05T00:00:00Z,737,717,5122,138,5859,5839,5122,5122,138
EUR,2020-06-06T00:00:00Z,656,673,2966,130,3622,3639,2966,2966,130
EUR,2020-06-07T00:00:00Z,692,666,3320,114,4012,3986,3320,3320,114
EUR,2020-06-08T00:00:00Z,651,614,5174,110,5825,5788,5174,5174,110
EUR,2020-06-09T00:00:00Z,644,645,5277,115,5921,5922,5277,5277,115
EUR,2020-06-10T00:00:00Z,729,752,5597,118,6326,6349,5597,5597,118
EUR,2020-06-11T00:00:00Z,719,695,5357,130,6076,6052,5357,5357,130
EUR,2020-06-12T00:00:00Z,711,727,5683,150,6394,6410,5683,5683,150
EUR,2020-06-13T00:00:00Z,676,691,3183,113,3859,3874,3183,3183,113
EUR,2020-06-14T00:00:00Z,683,671,3709,136,4392,4380,3709,3709,136
EUR,2020-06-15T00:00:00Z,696,677,6383,143,7079,7060,6383,6383,143
EUR,2020-06-16T00:00:00Z,657,657,6317,144,6974,6974,6317,6317,144
EUR,2020-06-17T00:00:00Z,709,710,6643,131,7352,7353,6643,6643,131
EUR,2020-06-18T00:00:00Z,718,719,6817,124,7535,7536,6817,6817,124
EUR,2020-06-19T00:00:00Z,720,737,7005,149,7725,7742,7005,7005,149
EUR,2020-06-20T00:00:00Z,684,720,4448,122,5132,5168,4448,4448,122
EUR,2020-06-21T00:00:00Z,722,681,5391,136,6113,6072,5391,5391,136
EUR,2020-06-22T00:00:00Z,710,652,7362,137,8072,8014,7362,7362,137
EUR,2020-06-23T00:00:00Z,665,680,7234,164,7899,7914,7234,7234,164
EUR,2020-06-24T00:00:00Z,719,744,7586,140,8305,8330,7586,7586,140
EUR,2020-06-25T00:00:00Z,787,748,7850,159,8637,8598,7850,7850,159
EUR,2020-06-26T00:00:00Z,751,786,8128,160,8879,8914,8128,8128,160
EUR,2020-06-27T00:00:00Z,679,693,5211,129,5890,5904,5211,5211,129
EUR,2020-06-28T00:00:00Z,723,686,5977,148,6700,6663,5977,5977,148
EUR,2020-06-29T00:00:00Z,681,657,7673,164,8354,8330,7673,7673,164
EUR,2020-06-30T00:00:00Z,680,682,7771,136,8451,8453,7771,7771,136
EUR,2020-07-01T00:00:00Z,1017,1099,11863,645,12880,12962,11863,11863,171
EUR,2020-07-02T00:00:00Z,827,833,10861,164,11688,11694,10861,10861,164
EUR,2020-07-03T00:00:00Z,811,851,12082,186,12893,12933,12082,12082,186
EUR,2020-07-04T00:00:00Z,789,786,9321,171,10110,10107,9321,9321,171
EUR,2020-07-05T00:00:00Z,808,788,10058,178,10866,10846,10058,10058,178
EUR,2020-07-06T00:00:00Z,746,736,11310,151,12056,12046,11310,11310,151
EUR,2020-07-07T00:00:00Z,746,758,10635,166,11381,11393,10635,10635,166
EUR,2020-07-08T00:00:00Z,809,818,11316,174,12125,12134,11316,11316,174
EUR,2020-07-09T00:00:00Z,838,837,11300,178,12138,12137,11300,11300,178
EUR,2020-07-10T00:00:00Z,853,857,12659,191,13512,13516,12659,12659,191
EUR,2020-07-11T00:00:00Z,819,839,10069,170,10888,10908,10069,10069,170
EUR,2020-07-12T00:00:00Z,832,788,10574,160,11406,11362,10574,10574,160
EUR,2020-07-13T00:00:00Z,765,758,11641,177,12406,12399,11641,11641,177
EUR,2020-07-14T00:00:00Z,791,782,11026,168,11817,11808,11026,11026,168
EUR,2020-07-15T00:00:00Z,877,906,12159,202,13036,13065,12159,12159,202
EUR,2020-07-16T00:00:00Z,942,961,12550,202,13492,13511,12550,12550,202
EUR,2020-07-17T00:00:00Z,945,926,13700,211,14645,14626,13700,13700,211
EUR,2020-07-18T00:00:00Z,894,919,11250,203,12144,12169,11250,11250,203
EUR,2020-07-19T00:00:00Z,896,884,11762,211,12658,12646,11762,11762,211
EUR,2020-07-20T00:00:00Z,853,853,12896,189,13749,13749,12896,12896,189
EUR,2020-07-21T00:00:00Z,860,822,12052,176,12912,12874,12052,12052,176
EUR,2020-07-22T00:00:00Z,915,920,12411,211,13326,13331,12411,12411,211
EUR,2020-07-23T00:00:00Z,994,958,12974,240,13968,13932,12974,12974,240
EUR,2020-07-24T00:00:00Z,939,957,14126,208,15065,15083,14126,14126,208
EUR,2020-07-25T00:00:00Z,910,909,12112,238,13022,13021,12112,12112,238
EUR,2020-07-26T00:00:00Z,902,894,12266,221,13168,13160,12266,12266,221
EUR,2020-07-27T00:00:00Z,839,845,13138,194,13977,13983,13138,13138,194
EUR,2020-07-28T00:00:00Z,851,825,12165,202,13016,12990,12165,12165,202
EUR,2020-07-29T00:00:00Z,940,981,12726,226,13666,13707,12726,12726,226
EUR,2020-07-30T00:00:00Z,935,938,13243,225,14178,14181,13243,13243,225
EUR,2020-07-31T00:00:00Z,930,942,14466,196,15396,15408,14466,14466,196
EUR,2020-08-01T00:00:00Z,1131,1195,14867,752,15998,16062,14867,14867,195
EUR,2020-08-02T00:00:00Z,946,928,14195,222,15141,15123,14195,14195,222
EUR,2020-08-03T00:00:00Z,904,869,14871,193,15775,15740,14871,14871,193
EUR,2020-08-04T00:00:00Z,858,857,13717,195,14575,14574,13717,13717,195
EUR,2020-08-05T00:00:00Z,954,997,14162,225,15116,15159,14162,14162,225
EUR,2020-08-06T00:00:00Z,996,977,14471,257,15467,15448,14471,14471,257
EUR,2020-08-07T00:00:00Z,977,1000,15866,261,16843,16866,15866,15866,261
EUR,2020-08-08T00:00:00Z,1018,1013,13965,257,14983,14978,13965,13965,257
EUR,2020-08-09T00:00:00Z,962,968,14376,249,15338,15344,14376,14376,249
EUR,2020-08-10T00:00:00Z,1039,974,14853,227,15892,15827,14853,14853,227
EUR,2020-08-11T00:00:00Z,961,951,13468,233,14429,14419,13468,13468,233
