REG,DATE,A,D,I,O,ARRS,DEPS,ARRS_DOM,DEPS_DOM,OVR_FLTS
EUR,2023-01-09T00:00:00Z,2377,2278,17682,520,20059,19960,17682,17682,520
EUR,2023-01-10T00:00:00Z,2206,2201,15742,531,17948,17943,15742,15742,531
EUR,2023-01-11T00:00:00Z,2195,2164,16036,530,18231,18200,16036,16036,530
EUR,2023-01-12T00:00:00Z,2272,2310,16911,475,19183,19221,16911,16911,475
EUR,2023-01-13T00:00:00Z,2325,2308,18345,504,20670,20653,18345,18345,504
EUR,2023-01-14T00:00:00Z,2373,2404,14250,479,16623,16654,14250,14250,479
EUR,2023-01-15T00:00:00Z,2461,2372,16224,487,18685,18596,16224,16224,487
EUR,2023-01-16T00:00:00Z,2359,2176,17174,445,19533,19350,17174,17174,445
EUR,2023-01-17T00:00:00Z,2121,2095,15335,466,17456,17430,15335,15335,466
EUR,2023-01-18T00:00:00Z,2065,2091,15891,485,17956,17982,15891,15891,485
EUR,2023-01-19T00:00:00Z,2231,2244,16456,437,18687,18700,16456,16456,437
EUR,2023-01-20T00:00:00Z,2290,2368,18817,476,21107,21185,18817,18817,476
EUR,2023-01-21T00:00:00Z,2380,2415,14227,446,16607,16642,14227,14227,446
EUR,2023-01-22T00:00:00Z,2376,2398,16202,461,18578,18600,16202,16202,461
EUR,2023-01-23T00:00:00Z,2193,2120,17361,441,19554,19481,17361,17361,441
EUR,2023-01-24T00:00:00Z,2032,2025,15536,453,17568,17561,15536,15536,453
EUR,2023-01-25T00:00:00Z,2036,2073,15857,470,17893,17930,15857,15857,470
EUR,2023-01-26T00:00:00Z,2230,2213,17007,438,19237,19220,17007,17007,438
EUR,2023-01-27T00:00:00Z,2215,2247,18355,468,20570,20602,18355,18355,468
EUR,2023-01-28T00:00:00Z,2314,2372,14305,437,16619,16677,14305,14305,437
EUR,2023-01-29T00:00:00Z,2368,2329,16453,464,18821,18782,16453,16453,464
EUR,2023-01-30T00:00:00Z,2154,2090,17610,433,19764,19700,17610,17610,433
EUR,2023-01-31T00:00:00Z,2057,2082,15296,450,17353,17378,15296,15296,450
EUR,2023-02-01T00:00:00Z,2404,2498,17162,976,19566,19660,17162,17162,441
EUR,2023-02-02T00:00:00Z,2236,2253,17228,445,19464,19481,17228,17228,445
EUR,2023-02-03T00:00:00Z,2295,2302,18997,469,21292,21299,18997,18997,469
EUR,2023-02-04T00:00:00Z,2373,2450,14687,441,17060,17137,14687,14687,441
EUR,2023-02-05T00:00:00Z,2397,2290,16549,461,18946,18839,16549,16549,461
EUR,2023-02-06T00:00:00Z,2218,2186,17927,432,20145,20113,17927,17927,432
EUR,2023-02-07T00:00:00Z,2117,2076,16077,462,18194,18153,16077,16077,462
EUR,2023-02-08T00:00:00Z,2122,2136,16976,481,19098,19112,16976,16976,481
EUR,2023-02-09T00:00:00Z,2261,2323,18355,451,20616,20678,18355,18355,451
EUR,2023-02-10T00:00:00Z,2347,2371,20472,490,22819,22843,20472,20472,490
EUR,2023-02-11T00:00:00Z,2405,2450,15920,474,18325,18370,15920,15920,474
EUR,2023-02-12T00:00:00Z,2475,2406,17794,485,20269,20200,17794,17794,485
EUR,2023-02-13T00:00:00Z,2273,2215,18907,431,21180,21122,18907,18907,431
EUR,2023-02-14T00:00:00Z,2167,2192,16987,458,19154,19179,16987,16987,458
EUR,2023-02-15T00:00:00Z,2227,2228,17639,506,19866,19867,17639,17639,506
EUR,2023-02-16T00:00:00Z,2361,2344,18559,459,20920,20903,18559,18559,459
EUR,2023-02-17T00:00:00Z,2225,2206,18517,483,20742,20723,18517,18517,483
EUR,2023-02-18T00:00:00Z,2520,2579,16785,477,19305,19364,16785,16785,477
EUR,2023-02-19T00:00:00Z,2499,2462,18282,482,20781,20744,18282,18282,482
EUR,2023-02-20T00:00:00Z,2311,2262,19022,465,21333,21284,19022,19022,465
EUR,2023-02-21T00:00:00Z,2235,2218,17158,467,19393,19376,17158,17158,467
EUR,2023-02-22T00:00:00Z,2280,2295,17856,534,20136,20151,17856,17856,534
EUR,2023-02-23T00:00:00Z,2377,2409,18622,496,20999,21031,18622,18622,496
EUR,2023-02-24T00:00:00Z,2414,2415,20170,472,22584,22585,20170,20170,472
EUR,2023-02-25T00:00:00Z,2490,2523,16242,480,18732,18765,16242,16242,480
EUR,2023-02-26T00:00:00Z,2562,2494,18035,514,20597,20529,18035,18035,514
EUR,2023-02-27T00:00:00Z,2366,2276,18939,476,21305,21215,18939,18939,476
EUR,2023-02-28T00:00:00Z,2216,2268,17366,471,19582,19634,17366,17366,471
EUR,2023-03-01T00:00:00Z,2863,2960,19352,1197,22215,22312,19352,19352,464
EUR,2023-03-02T00:00:00Z,2444,2485,18841,486,21285,21326,18841,18841,486
EUR,2023-03-03T00:00:00Z,2487,2484,20280,496,22767,22764,20280,20280,496
EUR,2023-03-04T00:00:00Z,2508,2561,16084,464,18592,18645,16084,16084,464
EUR,2023-03-05T00:00:00Z,2588,2540,17935,490,20523,20475,17935,17935,490
EUR,2023-03-06T00:00:00Z,2400,2300,19014,479,21414,21314,19014,19014,479
EUR,2023-03-07T00:00:00Z,2207,2191,16334,488,18541,18525,16334,16334,488
EUR,2023-03-08T00:00:00Z,2248,2271,16944,520,19192,19215,16944,16944,520
EUR,2023-03-09T00:00:00Z,2371,2396,18320,487,20691,20716,18320,18320,487
EUR,2023-03-10T00:00:00Z,2408,2429,19057,490,21465,21486,19057,19057,490
EUR,2023-03-11T00:00:00Z,2514,2569,15682,464,18196,18251,15682,15682,464
EUR,2023-03-12T00:00:00Z,2563,2531,17963,521,20526,20494,17963,17963,521
EUR,2023-03-13T00:00:00Z,2400,2295,18790,507,21190,21085,18790,18790,507
EUR,2023-03-14T00:00:00Z,2269,2301,17605,487,19874,19906,17605,17605,487
EUR,2023-03-15T00:00:00Z,2329,2355,18278,515,20607,20633,18278,18278,515
EUR,2023-03-16T00:00:00Z,2430,2446,19114,527,21544,21560,19114,19114,527
EUR,2023-03-17T00:00:00Z,2471,2533,20367,492,22838,22900,20367,20367,492
EUR,2023-03-18T00:00:00Z,2572,2605,16085,494,18657,18690,16085,16085,494
EUR,2023-03-19T00:00:00Z,2611,2538,18233,537,20844,20771,18233,18233,537
EUR,2023-03-20T00:00:00Z,2495,2407,19574,521,22069,21981,19574,19574,521
EUR,2023-03-21T00:00:00Z,2322,2318,17849,499,20171,20167,17849,17849,499
EUR,2023-03-22T00:00:00Z,2333,2335,18363,568,20696,20698,18363,18363,568
EUR,2023-03-23T00:00:00Z,2381,2386,19012,504,21393,21398,19012,19012,504
EUR,2023-03-24T00:00:00Z,2411,2427,20050,514,22461,22477,20050,20050,514
EUR,2023-03-25T00:00:00Z,2490,2523,15521,495,18011,18044,15521,15521,495
EUR,2023-03-26T00:00:00Z,2537,2435,18414,495,20951,20849,18414,18414,495
EUR,2023-03-27T00:00:00Z,2174,2075,18844,491,21018,20919,18844,18844,491
EUR,2023-03-28T00:00:00Z,2328,2357,20013,501,22341,22370,20013,20013,501
EUR,2023-03-29T00:00:00Z,2372,2362,20881,511,23253,23243,20881,20881,511
EUR,2023-03-30T00:00:00Z,2450,2460,21619,496,24069,24079,21619,21619,496
EUR,2023-03-31T00:00:00Z,2469,2553,21675,504,24144,24228,21675,21675,504
EUR,2023-04-01T00:00:00Z,3210,3316,19438,1190,22648,22754,19438,19438,510
EUR,2023-04-02T00:00:00Z,2690,2601,19308,531,21998,21909,19308,19308,531
EUR,2023-04-03T00:00:00Z,2423,2425,21673,518,24096,24098,21673,21673,518
EUR,2023-04-04T00:00:00Z,2483,2434,20829,510,23312,23263,20829,20829,510
EUR,2023-04-05T00:00:00Z,2391,2424,21802,494,24193,24226,21802,21802,494
EUR,2023-04-06T00:00:00Z,2479,2480,21736,500,24215,24216,21736,21736,500
EUR,2023-04-07T00:00:00Z,2519,2553,20696,522,23215,23249,20696,20696,522
EUR,2023-04-08T00:00:00Z,2558,2608,18115,507,20673,20723,18115,18115,507
EUR,2023-04-09T00:00:00Z,2625,2574,19257,541,21882,21831,19257,19257,541
EUR,2023-04-10T00:00:00Z,2460,2363,21086,512,23546,23449,21086,21086,512
EUR,2023-04-11T00:00:00Z,2434,2387,21411,478,23845,23798,21411,21411,478
EUR,2023-04-12T00:00:00Z,2371,2424,21415,524,23786,23839,21415,21415,524
EUR,2023-04-13T00:00:00Z,2540,2527,22164,529,24704,24691,22164,22164,529
EUR,2023-04-14T00:00:00Z,2610,2601,23027,515,25637,25628,23027,23027,515
EUR,2023-04-15T00:00:00Z,2666,2700,19098,493,21764,21798,19098,19098,493
EUR,2023-04-16T00:00:00Z,2689,2607,20629,535,23318,23236,20629,20629,535
EUR,2023-04-17T00:00:00Z,2516,2430,22633,494,25149,25063,22633,22633,494
EUR,2023-04-18T00:00:00Z,2482,2458,22166,489,24648,24624,22166,22166,489
EUR,2023-04-19T00:00:00Z,2554,2543,22521,525,25075,25064,22521,22521,525
EUR,2023-04-20T00:00:00Z,2664,2701,22881,538,25545,25582,22881,22881,538
EUR,2023-04-21T00:00:00Z,2664,2652,23185,559,25849,25837,23185,23185,559
EUR,2023-04-22T00:00:00Z,2712,2795,19410,516,22122,22205,19410,19410,516
EUR,2023-04-23T00:00:00Z,2844,2804,21266,560,24110,24070,21266,21266,560
EUR,2023-04-24T00:00:00Z,2692,2620,22555,541,25247,25175,22555,22555,541
EUR,2023-04-25T00:00:00Z,2629,2615,21846,551,24475,24461,21846,21846,551
EUR,2023-04-26T00:00:00Z,2606,2629,22674,575,25280,25303,22674,22674,575
EUR,2023-04-27T00:00:00Z,2743,2777,23623,561,26366,26400,23623,23623,561
EUR,2023-04-28T00:00:00Z,2788,2743,24259,569,27047,27002,24259,24259,569
EUR,2023-04-29T00:00:00Z,2772,2861,19666,543,22438,22527,19666,19666,543
EUR,2023-04-30T00:00:00Z,2848,2778,20814,583,23662,23592,20814,20814,583
EUR,2023-05-01T00:00:00Z,3499,3477,22002,1338,25501,25479,22002,22002,546
EUR,2023-05-02T00:00:00Z,2607,2603,22387,537,24994,24990,22387,22387,537
EUR,2023-05-03T00:00:00Z,2638,2620,22916,580,25554,25536,22916,22916,580
EUR,2023-05-04T00:00:00Z,2743,2714,24023,546,26766,26737,24023,24023,546
EUR,2023-05-05T00:00:00Z,2691,2703,24165,561,26856,26868,24165,24165,561
EUR,2023-05-06T00:00:00Z,2749,2815,20086,522,22835,22901,20086,20086,522
EUR,2023-05-07T00:00:00Z,2871,2815,21723,568,24594,24538,21723,21723,568
EUR,2023-05-08T00:00:00Z,2731,2658,23242,562,25973,25900,23242,23242,562
EUR,2023-05-09T00:00:00Z,2629,2604,22939,540,25568,25543,22939,22939,540
EUR,2023-05-10T00:00:00Z,2631,2603,23360,548,25991,25963,23360,23360,548
EUR,2023-05-11T00:00:00Z,2703,2731,24078,534,26781,26809,24078,24078,534
EUR,2023-05-12T00:00:00Z,2700,2703,24782,542,27482,27485,24782,24782,542
EUR,2023-05-13T00:00:00Z,2705,2770,20701,516,23406,23471,20701,20701,516
EUR,2023-05-14T00:00:00Z,2838,2761,22273,544,25111,25034,22273,22273,544
EUR,2023-05-15T00:00:00Z,2671,2640,23871,532,26542,26511,23871,23871,532
EUR,2023-05-16T00:00:00Z,2616,2621,23080,500,25696,25701,23080,23080,500
EUR,2023-05-17T00:00:00Z,2655,2643,23577,549,26232,26220,23577,23577,549
EUR,2023-05-18T00:00:00Z,2749,2722,23040,499,25789,25762,23040,23040,499
EUR,2023-05-19T00:00:00Z,2655,2624,22762,548,25417,25386,22762,22762,548
EUR,2023-05-20T00:00:00Z,2742,2758,20716,494,23458,23474,20716,20716,494
EUR,2023-05-21T00:00:00Z,2890,2813,23246,540,26136,26059,23246,23246,540
EUR,2023-05-22T00:00:00Z,2640,2650,24343,518,26983,26993,24343,24343,518
EUR,2023-05-23T00:00:00Z,2686,2673,23618,515,26304,26291,23618,23618,515
EUR,2023-05-24T00:00:00Z,2738,2691,24202,527,26940,26893,24202,24202,527
EUR,2023-05-25T00:00:00Z,2782,2741,25043,517,27825,27784,25043,25043,517
EUR,2023-05-26T00:00:00Z,2755,2747,25931,522,28686,28678,25931,25931,522
EUR,2023-05-27T00:00:00Z,2777,2844,21955,507,24732,24799,21955,21955,507
EUR,2023-05-28T00:00:00Z,2861,2848,22414,560,25275,25262,22414,22414,560
EUR,2023-05-29T00:00:00Z,2736,2725,24202,533,26938,26927,24202,24202,533
EUR,2023-05-30T00:00:00Z,2756,2736,24239,507,26995,26975,24239,24239,507
EUR,2023-05-31T00:00:00Z,2738,2755,24700,546,27438,27455,24700,24700,546
EUR,2023-06-01T00:00:00Z,4126,4188,26839,1598,30965,31027,26839,26839,586
EUR,2023-06-02T00:00:00Z,2918,2883,25725,550,28643,28608,25725,25725,550
EUR,2023-06-03T00:00:00Z,2963,2946,22150,549,25113,25096,22150,22150,549
EUR,2023-06-04T00:00:00Z,2996,3005,23542,586,26538,26547,23542,23542,586
EUR,2023-06-05T00:00:00Z,2883,2833,25211,572,28094,28044,25211,25211,572
EUR,2023-06-06T00:00:00Z,2814,2785,23543,559,26357,26328,23543,23543,559
EUR,2023-06-07T00:00:00Z,2873,2877,25398,600,28271,28275,25398,25398,600
EUR,2023-06-08T00:00:00Z,3004,2969,25472,583,28476,28441,25472,25472,583
EUR,2023-06-09T00:00:00Z,2998,2929,26040,613,29038,28969,26040,26040,613
EUR,2023-06-10T00:00:00Z,2960,2957,22637,560,25597,25594,22637,22637,560
EUR,2023-06-11T00:00:00Z,3021,3069,24568,611,27589,27637,24568,24568,611
EUR,2023-06-12T00:00:00Z,2935,2917,25497,600,28432,28414,25497,25497,600
EUR,2023-06-13T00:00:00Z,2939,2905,24949,573,27888,27854,24949,24949,573
EUR,2023-06-14T00:00:00Z,2937,2904,25535,622,28472,28439,25535,25535,622
EUR,2023-06-15T00:00:00Z,3053,3103,26590,596,29643,29693,26590,26590,596
EUR,2023-06-16T00:00:00Z,3108,3027,27003,614,30111,30030,27003,27003,614
EUR,2023-06-17T00:00:00Z,3003,3047,22904,595,25907,25951,22904,22904,595
EUR,2023-06-18T00:00:00Z,3086,3077,24220,599,27306,27297,24220,24220,599
EUR,2023-06-19T00:00:00Z,3065,2978,26155,588,29220,29133,26155,26155,588
EUR,2023-06-20T00:00:00Z,3002,3018,24821,561,27823,27839,24821,24821,561
EUR,2023-06-21T00:00:00Z,3006,3005,26037,605,29043,29042,26037,26037,605
EUR,2023-06-22T00:00:00Z,3151,3138,26082,593,29233,29220,26082,26082,593
EUR,2023-06-23T00:00:00Z,3119,3126,26671,596,29790,29797,26671,26671,596
EUR,2023-06-24T00:00:00Z,3097,3153,23215,541,26312,26368,23215,23215,541
EUR,2023-06-25T00:00:00Z,3232,3249,24856,576,28088,28105,24856,24856,576
EUR,2023-06-26T00:00:00Z,3127,3100,26491,568,29618,29591,26491,26491,568
EUR,2023-06-27T00:00:00Z,3142,3098,25868,548,29010,28966,25868,25868,548
EUR,2023-06-28T00:00:00Z,3102,3103,26097,567,29199,29200,26097,26097,567
EUR,2023-06-29T00:00:00Z,3191,3189,26532,542,29723,29721,26532,26532,542
EUR,2023-06-30T00:00:00Z,3183,3166,26963,562,30146,30129,26963,26963,562
EUR,2023-07-01T00:00:00Z,4449,4574,25405,1741,29854,29979,25405,25405,594
EUR,2023-07-02T00:00:00Z,3275,3292,25425,574,28700,28717,25425,25425,574
EUR,2023-07-03T00:00:00Z,3218,3185,26458,586,29676,29643,26458,26458,586
EUR,2023-07-04T00:00:00Z,3154,3160,25512,594,28666,28672,25512,25512,594
EUR,2023-07-05T00:00:00Z,3177,3191,25685,610,28862,28876,25685,25685,610
EUR,2023-07-06T00:00:00Z,3285,3281,26785,620,30070,30066,26785,26785,620
EUR,2023-07-07T00:00:00Z,3239,3223,27379,635,30618,30602,27379,27379,635
EUR,2023-07-08T00:00:00Z,3161,3239,23859,600,27020,27098,23859,23859,600
EUR,2023-07-09T00:00:00Z,3294,3275,25063,624,28357,28338,25063,25063,624
EUR,2023-07-10T00:00:00Z,3222,3160,26476,600,29698,29636,26476,26476,600
EUR,2023-07-11T00:00:00Z,3170,3181,25422,611,28592,28603,25422,25422,611
EUR,2023-07-12T00:00:00Z,3208,3222,25966,610,29174,29188,25966,25966,610
EUR,2023-07-13T00:00:00Z,3301,3330,26506,604,29807,29836,26506,26506,604
EUR,2023-07-14T00:00:00Z,3261,3235,26728,629,29989,29963,26728,26728,629
EUR,2023-07-15T00:00:00Z,3166,3236,23029,618,26195,26265,23029,23029,618
EUR,2023-07-16T00:00:00Z,3309,3323,25185,614,28494,28508,25185,25185,614
EUR,2023-07-17T00:00:00Z,3266,3201,26289,594,29555,29490,26289,26289,594
EUR,2023-07-18T00:00:00Z,3165,3180,25669,596,28834,28849,25669,25669,596
EUR,2023-07-19T00:00:00Z,3191,3223,25925,596,29116,29148,25925,25925,596
EUR,2023-07-20T00:00:00Z,3352,3303,26572,601,29924,29875,26572,26572,601
EUR,2023-07-21T00:00:00Z,3212,3202,26734,606,29946,29936,26734,26734,606
EUR,2023-07-22T00:00:00Z,3188,3231,23985,582,27173,27216,23985,23985,582
EUR,2023-07-23T00:00:00Z,3296,3262,25113,582,28409,28375,25113,25113,582
EUR,2023-07-24T00:00:00Z,3211,3176,25800,565,29011,28976,25800,25800,565
EUR,2023-07-25T00:00:00Z,3194,3194,25177,584,28371,28371,25177,25177,584
EUR,2023-07-26T00:00:00Z,3175,3227,25836,597,29011,29063,25836,25836,597
EUR,2023-07-27T00:00:00Z,3307,3295,26263,580,29570,29558,26263,26263,580
EUR,2023-07-28T00:00:00Z,3196,3190,26841,578,30037,30031,26841,26841,578
EUR,2023-07-29T00:00:00Z,3185,3222,23884,570,27069,27106,23884,23884,570
EUR,2023-07-30T00:00:00Z,3302,3293,25111,605,28413,28404,25111,25111,605
EUR,2023-07-31T00:00:00Z,3217,3179,26010,587,29227,29189,26010,26010,587
EUR,2023-08-01T00:00:00Z,4552,4603,26522,1827,31074,31125,26522,26522,578
EUR,2023-08-02T00:00:00Z,3185,3256,25422,586,28607,28678,25422,25422,586
EUR,2023-08-03T00:00:00Z,3331,3324,25764,564,29095,29088,25764,25764,564
EUR,2023-08-04T00:00:00Z,3263,3234,26374,578,29637,29608,26374,26374,578
EUR,2023-08-05T00:00:00Z,3180,3248,24033,565,27213,27281,24033,24033,565
EUR,2023-08-06T00:00:00Z,3286,3273,24818,600,28104,28091,24818,24818,600
EUR,2023-08-07T00:00:00Z,3251,3204,25874,553,29125,29078,25874,25874,553
EUR,2023-08-08T00:00:00Z,3163,3189,24921,558,28084,28110,24921,24921,558
EUR,2023-08-09T00:00:00Z,3211,3192,25519,574,28730,28711,25519,25519,574
EUR,2023-08-10T00:00:00Z,3300,3294,25967,555,29267,29261,25967,25967,555
EUR,2023-08-11T00:00:00Z,3236,3258,26546,571,29782,29804,26546,26546,571
EUR,2023-08-12T00:00:00Z,3179,3239,23973,563,27152,27212,23973,23973,563
EUR,2023-08-13T00:00:00Z,3317,3269,24905,563,28222,28174,24905,24905,563
EUR,2023-08-14T00:00:00Z,3178,3134,25200,579,28378,28334,25200,25200,579
EUR,2023-08-15T00:00:00Z,3203,3224,24382,569,27585,27606,24382,24382,569
EUR,2023-08-16T00:00:00Z,3175,3185,25134,603,28309,28319,25134,25134,603
EUR,2023-08-17T00:00:00Z,3315,3321,25533,588,28848,28854,25533,25533,588
EUR,2023-08-18T00:00:00Z,3245,3213,26313,603,29558,29526,26313,26313,603
EUR,2023-08-19T00:00:00Z,3225,3250,23746,556,26971,26996,23746,23746,556
EUR,2023-08-20T00:00:00Z,3357,3327,25142,596,28499,28469,25142,25142,596
EUR,2023-08-21T00:00:00Z,3258,3193,26115,567,29373,29308,26115,26115,567
EUR,2023-08-22T00:00:00Z,3204,3224,25452,582,28656,28676,25452,25452,582
EUR,2023-08-23T00:00:00Z,3238,3215,25902,601,29140,29117,25902,25902,601
EUR,2023-08-24T00:00:00Z,3343,3316,25932,587,29275,29248,25932,25932,587
EUR,2023-08-25T00:00:00Z,3256,3226,26436,603,29692,29662,26436,26436,603
EUR,2023-08-26T00:00:00Z,3204,3299,23385,558,26589,26684,23385,23385,558
EUR,2023-08-27T00:00:00Z,3312,3321,24526,602,27838,27847,24526,24526,602
EUR,2023-08-28T00:00:00Z,3234,3151,24171,577,27405,27322,24171,24171,577
EUR,2023-08-29T00:00:00Z,3185,3185,26002,588,29187,29187,26002,26002,588
EUR,2023-08-30T00:00:00Z,3233,3238,26397,601,29630,29635,26397,26397,601
EUR,2023-08-31T00:00:00Z,3286,3246,26821,596,30107,30067,26821,26821,596
EUR,2023-09-01T00:00:00Z,4271,4330,28206,1570,32477,32536,28206,28206,577
EUR,2023-09-02T00:00:00Z,3141,3217,23496,555,26637,26713,23496,23496,555
EUR,2023-09-03T00:00:00Z,3267,3206,25348,576,28615,28554,25348,25348,576
EUR,2023-09-04T00:00:00Z,3136,3106,26289,577,29425,29395,26289,26289,577
EUR,2023-09-05T00:00:00Z,3085,3124,25409,567,28494,28533,25409,25409,567
EUR,2023-09-06T00:00:00Z,3093,3078,25893,593,28986,28971,25893,25893,593
EUR,2023-09-07T00:00:00Z,3198,3173,26628,598,29826,29801,26628,26628,598
EUR,2023-09-08T00:00:00Z,3035,3082,26622,581,29657,29704,26622,26622,581
EUR,2023-09-09T00:00:00Z,3046,3140,23128,560,26174,26268,23128,23128,560
EUR,2023-09-10T00:00:00Z,3212,3149,25065,599,28277,28214,25065,25065,599
EUR,2023-09-11T00:00:00Z,3067,3018,26192,568,29259,29210,26192,26192,568
EUR,2023-09-12T00:00:00Z,3075,3030,25355,596,28430,28385,25355,25355,596
EUR,2023-09-13T00:00:00Z,3042,3066,25875,591,28917,28941,25875,25875,591
EUR,2023-09-14T00:00:00Z,3157,3135,26521,596,29678,29656,26521,26521,596
EUR,2023-09-15T00:00:00Z,3062,3030,27021,586,30083,30051,27021,27021,586
EUR,2023-09-16T00:00:00Z,3003,3069,22739,562,25742,25808,22739,22739,562
EUR,2023-09-17T00:00:00Z,3063,3076,24747,577,27810,27823,24747,24747,577
EUR,2023-09-18T00:00:00Z,3077,3028,25655,570,28732,28683,25655,25655,570
EUR,2023-09-19T00:00:00Z,3031,2994,25098,571,28129,28092,25098,25098,571
EUR,2023-09-20T00:00:00Z,2979,3008,25812,601,28791,28820,25812,25812,601
EUR,2023-09-21T00:00:00Z,3090,3062,26196,593,29286,29258,26196,26196,593
EUR,2023-09-22T00:00:00Z,3056,3036,26705,599,29761,29741,26705,26705,599
EUR,2023-09-23T00:00:00Z,3010,3035,22446,559,25456,25481,22446,22446,559
EUR,2023-09-24T00:00:00Z,2999,2944,24482,551,27481,27426,24482,24482,551
EUR,2023-09-25T00:00:00Z,2767,2782,25909,521,28676,28691,25909,25909,521
EUR,2023-09-26T00:00:00Z,3012,3020,25155,578,28167,28175,25155,25155,578
EUR,2023-09-27T00:00:00Z,2997,2984,25639,584,28636,28623,25639,25639,584
EUR,2023-09-28T00:00:00Z,3087,3049,26313,568,29400,29362,26313,26313,568
EUR,2023-09-29T00:00:00Z,3053,3047,26443,581,29496,29490,26443,26443,581
EUR,2023-09-30T00:00:00Z,3035,3119,22542,547,25577,25661,22542,22542,547
EUR,2023-10-01T00:00:00Z,3103,3061,24114,583,27217,27175,24114,24114,561
EUR,2023-10-02T00:00:00Z,2993,2960,25069,561,28062,28029,25069,25069,561
EUR,2023-10-03T00:00:00Z,2966,2965,24174,556,27140,27139,24174,24174,556
EUR,2023-10-04T00:00:00Z,2898,2947,24821,561,27719,27768,24821,24821,561
EUR,2023-10-05T00:00:00Z,3014,2996,25447,566,28461,28443,25447,25447,566
EUR,2023-10-06T00:00:00Z,2946,3007,26046,560,28992,29053,26046,26046,560
EUR,2023-10-07T00:00:00Z,3003,2969,21800,529,24803,24769,21800,21800,529
EUR,2023-10-08T00:00:00Z,2968,2957,23675,540,26643,26632,23675,23675,540
EUR,2023-10-09T00:00:00Z,2855,2825,24783,526,27638,27608,24783,24783,526
EUR,2023-10-10T00:00:00Z,2884,2838,23750,556,26634,26588,23750,23750,556
EUR,2023-10-11T00:00:00Z,2821,2830,24222,554,27043,27052,24222,24222,554
EUR,2023-10-12T00:00:00Z,2891,2901,25052,537,27943,27953,25052,25052,537
EUR,2023-10-13T00:00:00Z,2862,2868,24763,544,27625,27631,24763,24763,544
EUR,2023-10-14T00:00:00Z,2875,2953,21358,532,24233,24311,21358,21358,532
EUR,2023-10-15T00:00:00Z,2977,2909,23216,556,26193,26125,23216,23216,556
EUR,2023-10-16T00:00:00Z,2864,2797,24806,523,27670,27603,24806,24806,523
EUR,2023-10-17T00:00:00Z,2771,2759,23447,535,26218,26206,23447,23447,535
EUR,2023-10-18T00:00:00Z,2743,2768,23792,538,26535,26560,23792,23792,538
EUR,2023-10-19T00:00:00Z,2804,2848,24195,508,26999,27043,24195,24195,508
EUR,2023-10-20T00:00:00Z,2821,2827,24150,534,26971,26977,24150,24150,534
EUR,2023-10-21T00:00:00Z,2858,2872,21024,531,23882,23896,21024,21024,531
EUR,2023-10-22T00:00:00Z,2856,2846,22880,543,25736,25726,22880,22880,543
EUR,2023-10-23T00:00:00Z,2765,2719,23868,505,26633,26587,23868,23868,505
EUR,2023-10-24T00:00:00Z,2684,2700,23201,507,25885,25901,23201,23201,507
EUR,2023-10-25T00:00:00Z,2714,2728,23755,526,26469,26483,23755,23755,526
